Denominación;Fecha última modificación;Dirección;Código Provincia;Codigo Municipio INE;Provincia;Localidad;CP;Zona Acción Social;Teléfono;Fax;email;Web;Entidad_Titular;Naturaleza;Sector;Tipo;Subtipo
ANIMACION SOCIOCULTURAL (CLUB);05/03/2007;CALLE IGLESIA 1;05;05017;AVILA;AVEINTE;05340;ÁVILA RURAL;;;;;ASOCIACIÓN TERCERA EDAD SAN PÍO;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO SOCIOCULTURAL;21/07/2011;PLAZA IGLESIA (DE LA) S/Naza/ La Iglesia, s/n;05;05019;AVILA;ALAMEDILLA DEL BERROCAL;05160;ÁVILA RURAL;920 350002;;;;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS DE LA ALAMEDILLA DEL BERROCAL;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO DE APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL;22/04/2024;AVENIDA JUAN CARLOS I 45  ;05;05019;AVILA;AVILA;05004;ÁVILA - NORTE;920 352069;920 629486667;juntadirectiva@espavila.es;;ESPAVILA, FORMACIÓN Y DESARROLLO SOCIAL;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;(27.5  ) Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social
SERVICIO DE HABILITACIÓN Y TERAPIA OCUPACIONAL;26/10/2023;CALLE DAVID HERRERO 6  ;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;983 399633;;vrm@intras.es;;FUNDACION INTRAS;FUNDACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO DE APOYO A LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL;09/08/2022;AVENIDA JUAN PABLO II 20;05;05019;AVILA;AVILA;05003;ÁVILA - SUR;920 357102;;;;DIPUTACIÓN PROVINCIAL DE ÁVILA;ADMINISTRACIÓN LOCAL;INCLUSIÓN SOCIAL;Servicio;(27.5  ) Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social
ACTUACIONES PREVENTIVAS PARA FAMILIAS CON HIJOS O HIJAS MENORES EN SITUACIÓN DE RIESGO;10/08/2021;AVENIDA JUAN PABLO II 20;05;05019;AVILA;AVILA;05003;ÁVILA - SUR;920 357102;;;;DIPUTACIÓN PROVINCIAL DE ÁVILA;ADMINISTRACIÓN LOCAL;INCLUSIÓN SOCIAL;Servicio;(10.2  ) Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo
SERVICIO DE ALOJAMIENTO PARA PERSONAS SIN HOGAR;17/08/2023;TRAVESIA CRUZ (DE LA) 2-1 2º DCHA. ;05;05019;AVILA;AVILA;05002;ÁVILA - SUR;607 771891;;avila@accem.es;;ACCEM;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;( 29.10 ) Servicio de alojamiento para personas sin hogar
APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE LAS PERSONAS CON DISCAPACIDAD;10/02/2022;CALLE CAPITAN MENDEZ VIGO 10;05;05019;AVILA;AVILA;05003;ÁVILA - CENTRO;920 352732;;administracion@asociacionfaema.org;;FAEMA SALUD MENTAL ÁVILA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;( 27.4  ) Servicio de apoyo para la integración sociolaboral de las personas con discapacidad
VALORACIÓN, ORIENTACIÓN, PLANIFICACIÓN DE CASO Y SEGUIMIENTO;09/08/2022;CALLE VALLE DEL CORNEJA 6;05;05019;AVILA;AVILA;05002;ÁVILA - SUR;609 368321;;escuelas@escuelascampesinas.org;;ASOCIACIÓN CULTURAL ESCUELAS CAMPESINAS DE ÁVILA;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;( 2.5   ) Servicio de valoración, orientación y planificación de caso para la inclusión social
SERVICIO DE APOYO PARA LA INCLUSIÓN SOCIAL;02/06/2023;CALLE PERPETUO SOCORRO 20  ;05;05019;AVILA;AVILA;05003;ÁVILA - SUR;920 223194;;oficina@pronisa.org;;PRONISA PLENA INCLUSIÓN ÁVILA;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;( 26.16 ) Servicio de apoyo para la inclusión social
SERVICIO DE ALOJAMIENTO PARA PERSONAS SIN HOGAR;17/08/2023;CALLE JESUS DEL GRAN PODER 39 4º-5ª ;05;05019;AVILA;AVILA;05003;ÁVILA - CENTRO;607 771891;;avila@accem.es;;ACCEM;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;( 29.10 ) Servicio de alojamiento para personas sin hogar
ASISTENCIA PERSONAL ;03/06/2024;AVENIDA ESPAÑA (DE) 35  ;05;05019;AVILA;AVILA;05004;ÁVILA - NORTE;920 256257;;administracion@downavila.es;;ASOCIACIÓN ABULENSE DEL SÍNDROME DE DOWN;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SERVICIO DE APOYO PARA LA INTEGRACION SOCIO LABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL ;25/05/2023;CALLE CAPITAN MENDEZ VIGO 10  ;05;05019;AVILA;AVILA;05003;ÁVILA - CENTRO;920 352732;;faema.it1@gamil.com;;FAEMA SALUD MENTAL ÁVILA;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;(27.5  ) Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social
SERVICIO DE ALOJAMIENTO PARA PERSONAS SIN HOGAR;17/08/2023;CALLE SAN PEDRO BAUTISTA 5 3º-1ª ;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;607 771891;;avila@accem.es;;ACCEM;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;( 29.10 ) Servicio de alojamiento para personas sin hogar
INFORMACIÓN SOBRE DERECHOS Y RECURSOS DE SERVICIOS SOCIALES DE LOS CEAS;26/07/2021;PLAZA MERCADO CHICO (DEL) 1;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;920 350000;;;;AYUNTAMIENTO DE ÁVILA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;( 1.1   ) Servicio de información sobre derechos y recursos del sistema de servicios sociales
ACTUACIONES PREVENTIVAS PARA FAMILIAS CON HIJOS O HIJAS MENORES EN SITUACIÓN DE RIESGO;26/07/2021;PLAZA MERCADO CHICO (DEL) 1;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;920 350000;;;;AYUNTAMIENTO DE ÁVILA;ADMINISTRACIÓN LOCAL;INCLUSIÓN SOCIAL;Servicio;(10.2  ) Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo
DISTRIBUCIÓN COORDINADA DE ALIMENTOS;11/02/2022;PLAZA MERCADO CHICO (DEL) 1;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;920 350000;;;;AYUNTAMIENTO DE ÁVILA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;( 31.1  ) Servicio de distribución coordinada de alimentos
ESTIMULACIÓN COGNITIVA;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;PERSONAS MAYORES;Servicio;Servicio de estimulación cognitiva
VALORACIÓN, ORIENTACIÓN Y PLANIFICACIÓN DE CASO PARA LA INCLUSIÓN;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;( 2.5   ) Servicio de valoración, orientación y planificación de caso para la inclusión social
INFORMACIÓN ESPECIALIZADA SOBRE VIOLENCIA DE GÉNERO;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;MUJER;Servicio;( 1.7   ) Servicio de información especializada sobre violencia de género
ADQUISICIÓN DE COMPETENCIAS PARA LA VIDA AUTONÓMA;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;PERSONAS MAYORES;Servicio;( 9.3   ) Servicio de adquisición de competencias para la vida autónoma
SERVICIO DE AYUDA A DOMICILIO;07/11/2024;AVENIDA PATRIMONIO DE LA HUMANIDAD 29  ;05;05019;AVILA;AVILA;05004;ÁVILA - SUR;983 427900;;CPEREZ@CLECE.ES;;ZAINTZEN, S.A. ;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
PROMOCIÓN DE LA RELACIÓN CON EL ENTORNO;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;PERSONAS MAYORES;Servicio;( 9.4   ) Servicio de promoción de la relación con el entorno
APOYO PREVENTIVO A LA INFANCIA Y A LA ADOLESCENCIA EN SITUACIÓN DE RIESGO;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;INFANCIA (Y JUVENTUD);Servicio;Servicio de apoyo preventivo a la infancia y a la adolescencia en situación de riesgo (9.3.)
INFORMACIÓN ESPECIALIZADA SOBRE INCLUSIÓN SOCIAL;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;( 1.10  ) Servicio de información especializada sobre inclusión social
SERVICIO DE APOYO PARA LA INCLUSIÓN SOCIAL;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;INCLUSIÓN SOCIAL-[RE];Servicio;( 26.16 ) Servicio de apoyo para la inclusión social
SERVICIO DE APOYO PARA LA INTEGRACION SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSION SOCIAL;19/01/2023;CALLE BURGOHONDO 9  ;05;05019;AVILA;AVILA;05002;ÁVILA - SUR;983 218454;;notificaciones@foremcyl.es;;FUNDACION FORMACION Y EMPLEO DE CASTILLA Y LEON (FOREMCYL);FUNDACIÓN;INCLUSIÓN SOCIAL;Servicio;(27.5  ) Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social
SERVICIO DE PROMOCION, MANTENIMIENTO Y RECUPERACION DE LA AUTONOMIA FUNCIONAL;20/01/2023;CALLE CASIMIRO HERNANDEZ 7;05;05019;AVILA;AVILA;05001;ÁVILA - SUR;920 222626;;informate@autismoavila.org;;ASOCIACIÓN DE PADRES Y FAMILIARES DE PERSONAS CON AUTISMO ÁVILA Y PROVINCIA;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Servicio de  apoyo para la integración sociolaboral de personas en riesgo de exclusión social(27.5.)
INFORMACIÓN ESPECIALIZADA SOBRE VOLUNTARIADO;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;VOLUNTARIADO;Servicio;( 1.13  ) Servicio de información especializada sobre voluntariado
ACCIÓN SOCIAL COMUNITARIA Y PROMOCIÓN DE LA SOLIDARIDAD;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;( 10.1  ) Servicio de acción social comunitaria y promoción de la solidaridad
FORMACIÓN DE CUIDADORES Y CUIDADORAS NO PROFESIONALES DE PERSONAS CON DEPENDENCIA;30/09/2021;PLAZA SAN FRANCISCO (DE) 3;05;05019;AVILA;AVILA;05005;ÁVILA - NORTE;920 224848;;castillayleon@cruzroja.es;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;(FAMILIA);Servicio;(12.9) Serv.formación de cuidadores/as no profesionales de personas con dependencia
SERVICIO DE INFORMACION ESPECIALIZADA SOBRE MUJER;30/09/2021;CALLE ISAAC PERAL 18  2ª PL;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;920 213138;;avila@fademur.es;;FADEMUR ÁVILA, ASOCIACIÓN DE MUJERES RURALES DE ÁVILA;ASOCIACIÓN;MUJER;Servicio;( 1.6   ) Servicio de información especializada sobre mujer
SERVICIO DE APOYO A LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL;09/08/2022;PLAZA MERCADO CHICO (DEL) 1;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;920 350000;;;;AYUNTAMIENTO DE ÁVILA;ADMINISTRACIÓN LOCAL;INCLUSIÓN SOCIAL;Servicio;(27.5  ) Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social
SERVICIO DE DISTRIBUCIÓN COORDINADA DE ALIMENTOS;09/08/2022;POLIGONO INDUSTRIAL DE VICOLOZANO C/ CHIPRE, 35   NAVE 5-6;05;05019;AVILA;AVILA;05195;ÁVILA RURAL;920 225847;;carmen.lpez@asesoriaduque.com;;ASOCIACIÓN BANCO DE ALIMENTOS DE ÁVILA;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;( 31.1  ) Servicio de distribución coordinada de alimentos
APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL;30/09/2021;CALLE CAMINO DEL GANSINO (DEL) 5;05;05019;AVILA;AVILA;05003;ÁVILA - SUR;983 399633;;dsp@intras.es;;FUNDACION INTRAS;FUNDACIÓN;POBLACIÓN GENERAL;Servicio;Servicio de  apoyo para la integración sociolaboral de personas en riesgo de exclusión social(27.5.)
ATENCIÓN RESIDENCIAL PARA LA TRANSICIÓN DE MENORES DE EDAD A LA VIDA ADULTA;22/03/2022;CALLE CARDENAL CISNEROS 29;05;05019;AVILA;AVILA;05003;ÁVILA - CENTRO;687 584633;;castillayleon@accem.es;;ACCEM;ASOCIACIÓN;INFANCIA (Y JUVENTUD);Servicio;( 29.2  ) Servicio de atención residencial para la transición de menores de edad a la vida adulta
SERVICIO DE ORIENTACION Y APOYO A AFECTADOS CON ENFERMEDADES RARAS Y SIN DIAGNOSTICAR;30/09/2021;AVENIDA JUAN CARLOS I Nº 45 CASA DE LAS IDEAS, LOCAL 2;05;05019;AVILA;AVILA;05004;ÁVILA - NORTE;676 784974;;apoyoavilaer@yahoo.com;;ASOCIACIÓN DE APOYO A LAS FAMILIAS CON ENFERMEDADES RARAS Y SIN DIAGNOSTICAR (AFERD);ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;( 1.8   ) Servicio de información especializada sobre discapacidad
SERVICIO DE AYUDA A DOMICILIO;11/06/2024;PASEO SANTO TOMAS 8 ;05;05019;AVILA;AVILA;05003;ÁVILA - NORTE;983 471916;;trodero@eulen.com;;EULEN SERVICIOS SOCIOSANITARIOS S.A.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO INTEGRAL DE APOYO A FAMILIAS EN RIESGO DE DESAHUCIO POR DEUDA HIPOTECARIA;08/08/2022;PLAZA MERCADO CHICO (DEL) 1;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;920 350000;;;;AYUNTAMIENTO DE ÁVILA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;( 12.11 ) Servicio integral de apoyo a las familias en riesgo de desahucio por deuda hipotecaria
ASISTENCIA SOCIOSANITARIA AMBULATORIA A PERSONAS CON DROGODEPENDENCIA;10/02/2022;CALLE SAN JUAN DE LA CRUZ 8;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;920 352340;;caritas.cdavila@caritas.es;;CÁRITAS DIOCESANA DE ÁVILA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;TOXICOMANÍAS Y ADICCIONES;Servicio;(26.21 ) Servicio de asistencia sociosanitaria ambulatoria a personas con drogodependencia
SERVICIO DE AYUDA A DOMICILIO;30/09/2021;CALLE CALENDULA S/N;05;05019;AVILA;AVILA;05002;ÁVILA - SUR;920 250928;;avila@aspaymcyl.org;;FUNDACIÓN ASPAYM CASTILLA Y LEÓN;FUNDACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL;10/02/2022;AVENIDA MADRID (DE) 6;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;920 352340;;caritas.cdavila@caritas.es;;CÁRITAS DIOCESANA DE ÁVILA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;INCLUSIÓN SOCIAL;Servicio;(27.5  ) Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social
APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL;10/02/2022;CALLE SAN JUAN DE LA CRUZ 8;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;920 352340;;caritas.cdavila@caritas.es;;CÁRITAS DIOCESANA DE ÁVILA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;INCLUSIÓN SOCIAL;Servicio;(27.5  ) Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social
INFORMACIÓN ESPECIALIZADA SOBRE INCLUSIÓN SOCIAL;03/03/2022;CALLE PRINCIPE DON JUAN 8;05;05019;AVILA;AVILA;05003;ÁVILA - CENTRO;920 352340;;caritas.cdavila@caritas.es;;CÁRITAS DIOCESANA DE ÁVILA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;INCLUSIÓN SOCIAL;Servicio;( 1.10  ) Servicio de información especializada sobre inclusión social
VALORACIÓN, ORIENTACIÓN Y PLANIFICACIÓN DE CASO PARA LA INCLUSIÓN SOCIAL;10/02/2022;CALLE SAN JUAN DE LA CRUZ 8;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;920 352340;;caritas.cdavila@caritas.es;;CÁRITAS DIOCESANA DE ÁVILA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;INCLUSIÓN SOCIAL;Servicio;( 2.5   ) Servicio de valoración, orientación y planificación de caso para la inclusión social
VALORACIÓN, ORIENTACIÓN Y PLANIFICACIÓN DE CASO PARA LA INCLUSIÓN SOCIAL;10/02/2022;CALLE PRINCIPE DON JUAN Nº 8;05;05019;AVILA;AVILA;05003;ÁVILA - SUR;920 352340;;;;CÁRITAS DIOCESANA DE ÁVILA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;INCLUSIÓN SOCIAL;Servicio;( 2.5   ) Servicio de valoración, orientación y planificación de caso para la inclusión social
SERVICIO INTEGRAL DE APOYO A FAMILIAS EN RIESGO DE DESAHUCIO POR DEUDA HIPOTECARIA;08/08/2022;AVENIDA JUAN PABLO II 20;05;05019;AVILA;AVILA;05003;ÁVILA - SUR;920 357102;;;;DIPUTACIÓN PROVINCIAL DE ÁVILA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;( 12.11 ) Servicio integral de apoyo a las familias en riesgo de desahucio por deuda hipotecaria
VALORACIÓN, ORIENTACIÓN, PLANIFICACIÓN DE CASO Y SEGUIMIENTO;10/08/2021;AVENIDA JUAN PABLO II 20;05;05019;AVILA;AVILA;05003;ÁVILA - SUR;;;;;DIPUTACIÓN PROVINCIAL DE ÁVILA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;( 2.1   ) Servicio  de valoración, orientación,  planificación de caso y seguimiento
INFORMACIÓN SOBRE DERECHOS Y RECURSOS DEL SISTEMA DE SERVICIOS SOCIALES;08/08/2022;AVENIDA JUAN PABLO II 20;05;05019;AVILA;AVILA;05003;ÁVILA - SUR;920 357102;;;;DIPUTACIÓN PROVINCIAL DE ÁVILA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;( 1.1   ) Servicio de información sobre derechos y recursos del sistema de servicios sociales
DISTRIBUCIÓN COORDINADA DE ALIMENTOS;10/08/2021;AVENIDA JUAN PABLO II 20;05;05019;AVILA;AVILA;05003;ÁVILA - SUR;920 357102;;;;DIPUTACIÓN PROVINCIAL DE ÁVILA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;( 31.1  ) Servicio de distribución coordinada de alimentos
SERVICIO DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN DE LA AUTONOMÍA PERSONAL;30/09/2021;CALLE AZALEA 1 PUERTA 27;05;05019;AVILA;AVILA;05002;ÁVILA - SUR;647 888810;;logopediapedagogica@gmail.com;;GABINETE DE LOGOPEDIA Y PSICOPEDAGOGÍA DEL LENGUAJE "FONEMAS";PERSONA FÍSICA-EMPRESA INDIVIDUAL;PERSONAS CON DISCAPACIDAD;Servicio;Servicio de promoción, mantenimiento y recuperación de la autonomía funcional
SERVICIO DE HABILITACION PSICOSOCIAL PARA PERSONAS CON ENFERMEDAD MENTAL O DISCAPACIDAD INTELECTUAL;20/01/2023;CALLE CASIMIRO HERNANDEZ 7;05;05019;AVILA;AVILA;05001;ÁVILA - SUR;920 222626;;informate@autismoavila.org;;ASOCIACIÓN DE PADRES Y FAMILIARES DE PERSONAS CON AUTISMO ÁVILA Y PROVINCIA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Promoción de la autonomía personal: Habilitación psicosocial para personas con E.M. o D. Intel.
SERVICIO DE ESTIMULACION COGNITIVA;20/01/2023;CALLE CASIMIRO HERNANDEZ 7;05;05019;AVILA;AVILA;05001;ÁVILA - SUR;920 222626;;informate@autismoavila.org;;ASOCIACIÓN DE PADRES Y FAMILIARES DE PERSONAS CON AUTISMO ÁVILA Y PROVINCIA;ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
SERVICIO DE AYUDA A DOMICILIO;13/02/2024;AVENIDA PATRIMONIO DE LA HUMANIDAD 29  ;05;05019;AVILA;AVILA;05004;ÁVILA - SUR;983 427900;;cperezc@clece.es;;SAMAIN SERVIZOS A COMUNIDADE, S.A;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL.;30/09/2021;CALLE VALLE DEL CORNEJA 6;05;05019;AVILA;AVILA;05002;ÁVILA - SUR;920 252716;;ESCUELAS@ESCUELASCAMPESINAS.ORG;;ASOCIACIÓN CULTURAL ESCUELAS CAMPESINAS DE ÁVILA;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;(27.5  ) Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social
SERVICIO DE HABILITACION Y TERAPIA OCUPACIONAL;20/01/2023;CALLE CASIMIRO HERNANDEZ 7;05;05019;AVILA;AVILA;05001;ÁVILA - SUR;920 222626;;informate@autismoavila.org;;ASOCIACIÓN DE PADRES Y FAMILIARES DE PERSONAS CON AUTISMO ÁVILA Y PROVINCIA;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO DE VALORACIÓN, ORIENTACIÓN Y PLANIFICACIÓN DE CASO PARA LA INCLUSIÓN SOCIAL;09/08/2022;CALLE DUQUE DE ALBA 6 LOCAL 15;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;666 532610;;avila@accem.es;;ACCEM;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;( 2.5   ) Servicio de valoración, orientación y planificación de caso para la inclusión social
ASISTENCIA PERSONAL;30/09/2021;CALLE RIO TERA 17;05;05019;AVILA;AVILA;05004;ÁVILA - NORTE;920 223947;;admon1@fundabem.es;;FUNDACIÓN ABULENSE PARA EL EMPLEO (FUNDABEM);FUNDACIÓN;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SERVICIO DE AYUDA A DOMICILIO;29/02/2024;AVENIDA PATRIMONIO DE LA HUMANIDAD 29;05;05019;AVILA;AVILA;05004;ZDESCONOCIDO;983 427900;;cperezc@clece.es;;SENIOR SERVICIOS INTEGRALES, S.A.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
ASISTENCIA PERSONAL;30/09/2021;CALLE ANTONIO VEREDAS 84;05;05019;AVILA;AVILA;05004;ÁVILA - NORTE;920 700409;;secretaria@alzheimeravila.com;;ASOCIACIÓN DE FAMILIARES DE ENFERMOS DE ALZHEIMER ÁVILA (AFAVILA);ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SERVICIO DE AYUDA A DOMICILIO;27/03/2024;CALLE ANTONIO VEREDAS 84;05;05019;AVILA;AVILA;05004;ÁVILA - NORTE;920 700409;920 615098246;secretaria@alzheimeravila.com;;ASOCIACIÓN DE FAMILIARES DE ENFERMOS DE ALZHEIMER ÁVILA (AFAVILA);ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE ESTIMULACIÓN COGNITIVA (LOGOPEDIA Y REHABILITACIÓN DEL LENGUAJE);30/09/2021;CALLE AZALEA 1 PUERTA 27;05;05019;AVILA;AVILA;05002;ÁVILA - SUR;647 888810;;;;GABINETE DE LOGOPEDIA Y PSICOPEDAGOGÍA DEL LENGUAJE "FONEMAS";PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL;30/09/2021;CALLE DUQUE DE ALBA 6 LOCAL 15;05;05019;AVILA;AVILA;05001;ÁVILA - CENTRO;68 7584633;;;;ACCEM;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Servicio de  apoyo para la integración sociolaboral de personas en riesgo de exclusión social(27.5.)
